id	occurrences	surface_count	surfaces	texts
DST_BUDOKAI_NOTICE_GUIDE_TIME_FULL	2	2	lang0,taiwan	taiwan:local_data.dat:%d:%02d | lang0:lang0.pak:%d:%02d
DST_BUDOKAI_NOTICE_GUIDE_TIME_PM	2	2	lang0,taiwan	taiwan:local_data.dat:PM | lang0:lang0.pak:PM
DST_BUDOKAI_NOTICE_INDI_REGISTER	2	2	lang0,taiwan	taiwan:local_data.dat:Individual Registration | lang0:lang0.pak:Individual Registration
DST_BUDOKAI_NOTICE_INDI_STATE	2	2	lang0,taiwan	taiwan:local_data.dat:Individual State | lang0:lang0.pak:Individual State
DST_BUDOKAI_NOTICE_INDI_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:Individual Winner | lang0:lang0.pak:Individual Winner
DST_BUDOKAI_NOTICE_MAJOR_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s %s已經開始了。 | lang0:lang0.pak:%s %s %s has begun.
DST_BUDOKAI_NOTICE_MINOR_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s 預賽已經開始了。 | lang0:lang0.pak:%s %s qualifiers have started.
DST_BUDOKAI_NOTICE_NOT_PRIZE	2	2	lang0,taiwan	taiwan:local_data.dat:No Prize | lang0:lang0.pak:No Prize
DST_BUDOKAI_NOTICE_OPEN_NOTICE	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會 %s  開始公告。 | lang0:lang0.pak:Tournament %s is starting.
DST_BUDOKAI_NOTICE_PARTY	2	2	lang0,taiwan	taiwan:local_data.dat:團體戰 | lang0:lang0.pak:Party
DST_BUDOKAI_NOTICE_PRIZE_SECOND_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:Second Place Prize | lang0:lang0.pak:Second Place Prize
DST_BUDOKAI_NOTICE_PRIZE_TEAM_SECOND_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:Team Second Place Prize | lang0:lang0.pak:Team Second Place Prize
DST_BUDOKAI_NOTICE_PRIZE_TEAM_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:Team Winner Prize | lang0:lang0.pak:Team Winner Prize
DST_BUDOKAI_NOTICE_PRIZE_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:Winner Prize | lang0:lang0.pak:Winner Prize
DST_BUDOKAI_NOTICE_REGISTER	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s 請申請預賽登記。 | lang0:lang0.pak:%s %s apply for qualifiers.
DST_BUDOKAI_NOTICE_SEMIFINAL_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s 準決賽已經開始了。 | lang0:lang0.pak:%s %s semi-finals have started.
DST_BUDOKAI_NOTICE_SOLO	2	2	lang0,taiwan	taiwan:local_data.dat:個人戰 | lang0:lang0.pak:Solo
DST_BUDOKAI_NOTICE_TEAM_REGISTER	2	2	lang0,taiwan	taiwan:local_data.dat:Team Registration | lang0:lang0.pak:Team Registration
DST_BUDOKAI_NOTICE_TEAM_STATE	2	2	lang0,taiwan	taiwan:local_data.dat:Team State | lang0:lang0.pak:Team State
DST_BUDOKAI_NOTICE_TEAM_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:Team Winner | lang0:lang0.pak:Team Winner
DST_BUDOKAI_NOTICE_WAIT_FINAL_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s 決賽準備中。 | lang0:lang0.pak:%s %s finals will start soon.
DST_BUDOKAI_NOTICE_WAIT_GUIDE	2	2	lang0,taiwan	taiwan:local_data.dat:Please Wait | lang0:lang0.pak:Please Wait
DST_BUDOKAI_NOTICE_WAIT_MAJOR_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s %s 待機時間。 | lang0:lang0.pak:%s %s %s will start soon.
DST_BUDOKAI_NOTICE_WAIT_MINOR_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s 預賽開始入場。 | lang0:lang0.pak:%s %s qualifiers will start soon.
DST_BUDOKAI_NOTICE_WAIT_SEMIFINAL_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s %s 準決賽準備中。 | lang0:lang0.pak:%s %s semi-finals will start soon.
DST_BUDOKAI_PC_STATE_16_DROPOUT	2	2	lang0,taiwan	taiwan:local_data.dat:16強落選 | lang0:lang0.pak:RO16 contestant
DST_BUDOKAI_PC_STATE_16_ENTRY	2	2	lang0,taiwan	taiwan:local_data.dat:16強 | lang0:lang0.pak:RO16 finalist
DST_BUDOKAI_PC_STATE_32_DROPOUT	2	2	lang0,taiwan	taiwan:local_data.dat:32強落選 | lang0:lang0.pak:RO32 contestant
DST_BUDOKAI_PC_STATE_32_ENTRY	2	2	lang0,taiwan	taiwan:local_data.dat:32強 | lang0:lang0.pak:RO32 finalist
DST_BUDOKAI_PC_STATE_8_DROPOUT	2	2	lang0,taiwan	taiwan:local_data.dat:8強落選 | lang0:lang0.pak:RO8 contestant
DST_BUDOKAI_PC_STATE_8_ENTRY	2	2	lang0,taiwan	taiwan:local_data.dat:8強 | lang0:lang0.pak:RO8 finalist
DST_BUDOKAI_PC_STATE_FINAL_ENTRY	2	2	lang0,taiwan	taiwan:local_data.dat:決勝戰入選 | lang0:lang0.pak:Finalist
DST_BUDOKAI_PC_STATE_FINAL_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:優勝 | lang0:lang0.pak:Winner
DST_BUDOKAI_PC_STATE_MINOR_APPLICANT	2	2	lang0,taiwan	taiwan:local_data.dat:預賽報名者 | lang0:lang0.pak:Qualifier
DST_BUDOKAI_PC_STATE_MINOR_DROPOUT	2	2	lang0,taiwan	taiwan:local_data.dat:預賽資格 | lang0:lang0.pak:Contestant
DST_BUDOKAI_PC_STATE_MINOR_ENTRY	2	2	lang0,taiwan	taiwan:local_data.dat:進入預賽者 | lang0:lang0.pak:Qualifier finalist
DST_BUDOKAI_PC_STATE_NONE	2	2	lang0,taiwan	taiwan:local_data.dat:不申請 | lang0:lang0.pak:N/A
DST_BUDOKAI_PC_STATE_PRIZE_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:獲獎者 | lang0:lang0.pak:Winner
DST_BUDOKAI_PC_STATE_SEMIFINAL_ENTRY	2	2	lang0,taiwan	taiwan:local_data.dat:準決勝入選 | lang0:lang0.pak:Semi-finalist
DST_BUDOKAI_PC_STATE_SEMIFINAL_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:準優勝 | lang0:lang0.pak:Runner-up
DST_BUDOKAI_PROGRESS_MESSAGE_16	2	2	lang0,taiwan	taiwan:local_data.dat:16強 | lang0:lang0.pak:RO16
DST_BUDOKAI_PROGRESS_MESSAGE_32	2	2	lang0,taiwan	taiwan:local_data.dat:32強 | lang0:lang0.pak:RO32
DST_BUDOKAI_PROGRESS_MESSAGE_8	2	2	lang0,taiwan	taiwan:local_data.dat:8強 | lang0:lang0.pak:RO8
DST_BUDOKAI_PROGRESS_MESSAGE_END	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會的全部賽事已結束。 | lang0:lang0.pak:All battles have ended.
DST_BUDOKAI_PROGRESS_MESSAGE_FINAL_WAIT_LOSER	2	2	lang0,taiwan	taiwan:local_data.dat:決勝戰結束後將會舉行頒獎典禮，請稍後。 | lang0:lang0.pak:Upcoming: Final
DST_BUDOKAI_PROGRESS_MESSAGE_FINAL_WAIT_LOSER1	2	2	lang0,taiwan	taiwan:local_data.dat:現在離開的話將無法獲得獎勵。 | lang0:lang0.pak:Stay & Be Rewarded
DST_BUDOKAI_PROGRESS_MESSAGE_MATCH_ALL_FINISHED	2	2	lang0,taiwan	taiwan:local_data.dat:%s 比賽已全部終止。 | lang0:lang0.pak:%s all finished
DST_BUDOKAI_PROGRESS_MESSAGE_MATCH_BEFORE_10SEC	2	2	lang0,taiwan	taiwan:local_data.dat:10秒後即將瞬間移動到 %s  比賽會場。 | lang0:lang0.pak:10s %s goes into the arena
DST_BUDOKAI_PROGRESS_MESSAGE_MATCH_DECISION_NEXT	2	2	lang0,taiwan	taiwan:local_data.dat:%s 已決定所有入選者了。 | lang0:lang0.pak:%s will continue
DST_BUDOKAI_PROGRESS_MESSAGE_MATCH_END	2	2	lang0,taiwan	taiwan:local_data.dat:%s 的 %s 戰鬥已經結束了。 | lang0:lang0.pak:%s - %s Battle ended
DST_BUDOKAI_PROGRESS_MESSAGE_MATCH_LOSER	2	2	lang0,taiwan	taiwan:local_data.dat:很可惜未能擠進本次的 %s  。 | lang0:lang0.pak:%s has Lost
DST_BUDOKAI_PROGRESS_MESSAGE_MATCH_WINNER	2	2	lang0,taiwan	taiwan:local_data.dat:恭喜您，確定進入 %s  了。 | lang0:lang0.pak:%s has Won
DST_BUDOKAI_PROGRESS_MESSAGE_MINOR	2	2	lang0,taiwan	taiwan:local_data.dat:預賽 | lang0:lang0.pak:Qualifier
DST_BUDOKAI_PROGRESS_MESSAGE_MINORMATCH_BEFORE_1MIN	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會預賽將開始，請稍後。 | lang0:lang0.pak:Tournament starts soon
DST_BUDOKAI_PROGRESS_MESSAGE_MINORMATCH_BEFORE_1MIN2	2	2	lang0,taiwan	taiwan:local_data.dat:入場時間即將結束，請加速天下第一武道會入場。 | lang0:lang0.pak:Registration close soon
DST_BUDOKAI_PROGRESS_MESSAGE_MINORMATCH_ENTERING	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會預賽入場即將開始，請稍後。 | lang0:lang0.pak:Enter the Tournament
DST_BUDOKAI_PROGRESS_MESSAGE_MINORMATCH_ENTERING2	2	2	lang0,taiwan	taiwan:local_data.dat:請進入天下第一武道會場。 | lang0:lang0.pak:Please Join
DST_BUDOKAI_PROGRESS_MESSAGE_RECEIVE_NEWS	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會的傳單來了。 | lang0:lang0.pak:Budokai Announcement
DST_BUDOKAI_PROGRESS_MESSAGE_SEMI_FINAL_RUNNING	2	2	lang0,taiwan	taiwan:local_data.dat:準決賽進行中。請稍後。 | lang0:lang0.pak:Semi Final On-Going
DST_BUDOKAI_PROGRESS_MESSAGE_SF	2	2	lang0,taiwan	taiwan:local_data.dat:準決賽 | lang0:lang0.pak:Semi-final
DST_BUDOKAI_PROGRESS_MESSAGE_START	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會馬上就要開始了，請稍後。 | lang0:lang0.pak:The Tournament is about to Start!
DST_BUDOKAI_REGISTER_INFO_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:登錄期間 | lang0:lang0.pak:Registration period
DST_BUDOKAI_REQUEST_FINAL	2	2	lang0,taiwan	taiwan:local_data.dat:決賽 | lang0:lang0.pak:Final
DST_BUDOKAI_REQUEST_MAJOR	2	2	lang0,taiwan	taiwan:local_data.dat:決賽 | lang0:lang0.pak:Qualification
DST_BUDOKAI_REQUEST_MINOR	2	2	lang0,taiwan	taiwan:local_data.dat:預賽 | lang0:lang0.pak:Preliminary
DST_BUDOKAI_REQUEST_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:申請書 | lang0:lang0.pak:Application
DST_BUDOKAI_REQ_BUTTON_ACCEPT	2	2	lang0,taiwan	taiwan:local_data.dat:報名 | lang0:lang0.pak:yes
DST_BUDOKAI_REQ_BUTTON_CANCEL	2	2	lang0,taiwan	taiwan:local_data.dat:取消報名 | lang0:lang0.pak:Cancel
DST_BUDOKAI_RESULT_MESSAGE	2	2	lang0,taiwan	"taiwan:local_data.dat:[font size=""13""color=""000000""]進行比賽真是辛苦了。[br][br]稍後即將移動到天下第一武道會的會場-武道寺。[/font] | lang0:lang0.pak:[font size=""14""color=""000000""]That was a great battle![br][br]You'll be moved out soon!"
DST_BUDOKAI_RESULT_MESSAGE_FINAL	2	2	lang0,taiwan	"taiwan:local_data.dat:[font size=""13""color=""000000""]最終勝利者產生了。本次比武的贏家，優勝![br][br]優勝者可以獲得大量的聲望，恭喜您。 | lang0:lang0.pak:[font size=""14""color=""000000""]What's this? Ladies and gentlemen we finally have a winner![br][br]That was amazing, congratulations!"
DST_BUDOKAI_RESULT_MESSAGE_SEMIFINAL_1	2	2	lang0,taiwan	"taiwan:local_data.dat:[font size=""13""color=""000000""]真是一場精采絕倫的實力對決啊。[br][br]本次大會真是有看頭。 | lang0:lang0.pak:[font size=""14""color=""000000""]What an amazing fight![br][br]It was worth seeing!"
DST_BUDOKAI_RESULT_MESSAGE_SEMIFINAL_2	2	2	lang0,taiwan	"taiwan:local_data.dat:[font size=""13""color=""000000""]比賽馬上就要開始了。[br][br]希望各位能在此獲得優勝並稱霸世界。 | lang0:lang0.pak:[font size=""14""color=""000000""]Next fight will start soon.[br][br]I wish you good luck and hope you win!"
DST_BUDOKAI_RESULT_POINT_WINNER_GUIDE	2	2	lang0,taiwan	taiwan:local_data.dat:%s隊 %s 隊 %d : %d 獲得勝利。 | lang0:lang0.pak:%s team member %s must decide %d : %d.
DST_BUDOKAI_SIDEICON_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:天下第一武道會 | lang0:lang0.pak:Tenkaichi Budokai
DST_BUDOKAI_SUCCESS_APPLICATION	2	2	lang0,taiwan	taiwan:local_data.dat:%s 完成申請。 | lang0:lang0.pak:%s Application completed.
DST_BUDOKAI_SUCCESS_GUIDE	2	2	lang0,taiwan	taiwan:local_data.dat:%s 報名編號 : | lang0:lang0.pak:%s's Number :
DST_BUDOKAI_SUCCESS_MEMBER	2	2	lang0,taiwan	taiwan:local_data.dat:隊員 | lang0:lang0.pak:Team
DST_BUDOKAI_TEAMINFO_CLASS	2	2	lang0,taiwan	taiwan:local_data.dat:職業 | lang0:lang0.pak:Class
DST_BUDOKAI_TEAMINFO_DOJO_RECOMMAND	2	2	lang0,taiwan	taiwan:local_data.dat:道場代表 | lang0:lang0.pak:Leader
DST_BUDOKAI_TEAMINFO_GUILD_NAME	2	2	lang0,taiwan	taiwan:local_data.dat:所屬流派 | lang0:lang0.pak:Guild
DST_BUDOKAI_TEAMINFO_LEVEL	2	2	lang0,taiwan	taiwan:local_data.dat:等級 | lang0:lang0.pak:Level
DST_BUDOKAI_TEAMINFO_LEVEL_CLASS	2	2	lang0,taiwan	taiwan:local_data.dat:等級%u %s | lang0:lang0.pak:Lv.%u %s
DST_BUDOKAI_TEAMINFO_LEVEL_VALUE	2	2	lang0,taiwan	taiwan:local_data.dat:等級%u | lang0:lang0.pak:Lv.%u
DST_BUDOKAI_TEAMINFO_MATCH_NAME_COMMON	2	2	lang0,taiwan	taiwan:local_data.dat:%d強賽 第%u場 | lang0:lang0.pak:%d Elimination Round %u
DST_BUDOKAI_TEAMINFO_MATCH_NAME_FINAL	2	2	lang0,taiwan	taiwan:local_data.dat:決賽 | lang0:lang0.pak:Finals
DST_BUDOKAI_TEAMINFO_MATCH_NAME_SEMIFINAL	2	2	lang0,taiwan	taiwan:local_data.dat:準決賽 第%u場 | lang0:lang0.pak:Semi Final %u
DST_BUDOKAI_TEAMINFO_NOT_IN_GUILD	2	2	lang0,taiwan	taiwan:local_data.dat:未加入 | lang0:lang0.pak:Not in a Guild
DST_BUDOKAI_TEAMINFO_PRIVATE_RECORD	2	2	lang0,taiwan	taiwan:local_data.dat:排名戰戰績 | lang0:lang0.pak:Battle Ranked
DST_BUDOKAI_TEAMINFO_RANKING_POINT	2	2	lang0,taiwan	taiwan:local_data.dat:戰鬥點數 | lang0:lang0.pak:World Ranking Points
DST_BUDOKAI_TEAMINFO_RECORD	2	2	lang0,taiwan	taiwan:local_data.dat:排名戰戰績 | lang0:lang0.pak:Ranked Battle
DST_BUDOKAI_TEAMINFO_RECORD_DATA	2	2	lang0,taiwan	taiwan:local_data.dat:%u戰 %u勝 %u敗 | lang0:lang0.pak:%u I %u W %u L
DST_BUDOKAI_TEAMINFO_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:比賽情報 | lang0:lang0.pak:Match Info
DST_BUDOKAI_TEAM_LEAVE_NOTIFY	2	2	lang0,taiwan	taiwan:local_data.dat:隊長取消報名天下第一武道會了。 | lang0:lang0.pak:The leader cancelled the registration.
DST_BUDOKAI_TEAM_MEMBER_LEAVE_NOTIFY	2	2	lang0,taiwan	taiwan:local_data.dat:%s取消報名天下第一武道大會。 | lang0:lang0.pak:%s Request to cancel.
DST_BUDOKAI_TEAM_REQ_CANCEL	2	2	lang0,taiwan	"taiwan:local_data.dat:[align =""center""][font size=""12""color=""f4d762""]團體戰報名取消[/font][br][br][font size=""10""color=""f36a7c""]您確定要取消報名團體戰嗎?[/font] | lang0:lang0.pak:[align = ""center""][font size=""12""color=""f4d762""]Team Registration Cancel[/font][br][br][font size=""10""color=""f36a7c""]Are you sure to Cancel?[/font]"
DST_BUDOKAI_TEAM_REQ_TEAMLEVEL	2	2	lang0,taiwan	taiwan:local_data.dat:等級 %d | lang0:lang0.pak:Level %d
DST_BUDOKAI_TEAM_REQ_TEAMNAME	2	2	lang0,taiwan	taiwan:local_data.dat:團隊姓名: | lang0:lang0.pak:Name :
DST_BUDOKAI_TELEPORT_MSG_MATCH	2	2	lang0,taiwan	taiwan:local_data.dat:%s 競技場 | lang0:lang0.pak:%s Stadium
DST_BUDOKAI_TELEPORT_MSG_TBSERVER	2	2	lang0,taiwan	taiwan:local_data.dat:武道寺 | lang0:lang0.pak:Mudosa
DST_BUDOKAI_TICKET_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:報名中 | lang0:lang0.pak:Ticket
DST_BUDOKAI_TIME_DAY	2	2	lang0,taiwan	taiwan:local_data.dat:%d 日 | lang0:lang0.pak:%d day
DST_BUDOKAI_TIME_HOUR	2	2	lang0,taiwan	taiwan:local_data.dat:%d 時 | lang0:lang0.pak:%d hour
DST_BUDOKAI_TIME_MINUTE	2	2	lang0,taiwan	taiwan:local_data.dat:%d 分 | lang0:lang0.pak:%d minute
DST_BUDOKAI_TIME_SECOND	2	2	lang0,taiwan	taiwan:local_data.dat:%d 秒 | lang0:lang0.pak:%d second
DST_BUDOKAI_TOURNAMENT_A_GROUP	2	2	lang0,taiwan	taiwan:local_data.dat:A組 | lang0:lang0.pak:Group A
DST_BUDOKAI_TOURNAMENT_B_GROUP	2	2	lang0,taiwan	taiwan:local_data.dat:B組 | lang0:lang0.pak:Group B
DST_BUDOKAI_TOURNAMENT_FINAL	2	2	lang0,taiwan	taiwan:local_data.dat:決賽 | lang0:lang0.pak:Final
DST_BUDOKAI_TOURNAMENT_INFO_1	2	2	lang0,taiwan	taiwan:local_data.dat:決賽比賽將以錦標賽方式進行。 | lang0:lang0.pak:Qualifiers will continue.
DST_BUDOKAI_TYPE_ADULT_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:成人部 | lang0:lang0.pak:Senior
DST_BUDOKAI_TYPE_CHILD_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:少年部 | lang0:lang0.pak:Kid
DST_BUFF_ACTIVATE_BUFF_MSG	2	2	lang0,taiwan	taiwan:local_data.dat:%s 已啟動Buff效果。 | lang0:lang0.pak:%s Buff Activated
DST_BUFF_CAN_NOT_DELETE_SUB_BUFF_MSG	2	2	lang0,taiwan	taiwan:local_data.dat:玩家無法任意刪除BUFF。 | lang0:lang0.pak:Can't Remove Buff
DST_BUFF_CAN_NOT_DROP_TEXT	2	2	lang0,taiwan	taiwan:local_data.dat:無法移除的BUFF效果。 | lang0:lang0.pak:Can't Remove
DST_BUFF_DEACTIVATE_BUFF_MSG	2	2	lang0,taiwan	taiwan:local_data.dat:於此地區無法啟用 %s  BUFF。 | lang0:lang0.pak:Buff: %s Disabled
DST_BUFF_DROP_TEXT	2	2	lang0,taiwan	taiwan:local_data.dat:點選圖示解除BUFF效果。 | lang0:lang0.pak:Click icon to disable/enable or remove buff
DST_BUFF_MB_DELETE_SUB_BUFF_MSG	2	2	lang0,taiwan	"taiwan:local_data.dat:[align =""center""][font size=""12""color=""f4d762""]BUFF刪除[/font][br][br][font size=""10""color=""269eff""]您要刪除使用中的 %s  BUFF嗎?[/font][br][br][font size=""10""color=""f4d762""]取消BUFF後無法復原。[/font] | lang0:lang0.pak:[align = ""center""][font size=""12""color=""f4d762""]Buff Removal[/font][br][br][font size=""10""color=""269eff""]Remove Buff: %s ?[/font][br][br][font size=""10""color=""f4d762""]INFO: Autopots can't be removed but you can [br]disable/enable them.[/font]"
DST_BUFF_REMAIN_TIME	2	2	lang0,taiwan	taiwan:local_data.dat:剩餘時間 : %s | lang0:lang0.pak:Cooldown : %s
DST_BUFF_RESTRICTION	2	2	lang0,taiwan	taiwan:local_data.dat:此地無法使用，結束使用BUFF時，套用時間也將終止。 | lang0:lang0.pak:Buff Restriction
DST_BURN_DEFENCE	2	2	lang0,taiwan	taiwan:local_data.dat:燒傷防禦力 | lang0:lang0.pak:Burn Def.
DST_BUS_ASK_GET_OFF	2	2	lang0,taiwan	"taiwan:local_data.dat:[align =""center""][font size=""12""color=""f4d762""]下車[/font][br][br][font size=""10""color=""269eff""]搭乘巴士隨時都可在抵達終點前先行下車。[/font][br][br][font size=""10""color=""ffffff""]您要下車嗎？[/font] | lang0:lang0.pak:[align = ""center""][font size=""12""color=""f4d762""]Stopping Bus[/font] [br][br][font size=""10""color=""269eff""]Get off before reaching the next stop.[/font][br][br][font size=""10""color=""ffffff""]Get off the Bus?[/font]"
DST_BUS_ASK_GET_ON	2	2	lang0,taiwan	taiwan:local_data.dat:您要搭乘巴士嗎? | lang0:lang0.pak:Ride Bus?
DST_BUS_SUCCESS_GET_ON	2	2	lang0,taiwan	taiwan:local_data.dat:支付公車費 %u 索尼後，搭乘公車。 | lang0:lang0.pak:Paid %u
DST_CAN_NOT_ALTAR	2	2	lang0,taiwan	taiwan:local_data.dat:搭乘車輛的狀態下，無法使用神龍祭壇。 | lang0:lang0.pak:Can't use Shenron's altar
DST_CAN_NOT_OPEN_MORE_REGULAR_DIALOG	2	2	lang0,taiwan	taiwan:local_data.dat:無法再開啟視窗了，請關閉其他視窗。 | lang0:lang0.pak:Too many windows open
DST_CASH	2	2	lang0,taiwan	taiwan:local_data.dat:現金 | lang0:lang0.pak:Cash
DST_CASH_ITEM	2	2	lang0,taiwan	taiwan:local_data.dat:現金道具 | lang0:lang0.pak:Cash Items
DST_CAUTION_SIDEICON_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:警告提示 | lang0:lang0.pak:Warning Messages
DST_CCBD	2	2	lang0,taiwan	taiwan:local_data.dat:CC 競技副本 | lang0:lang0.pak:CC Dungeon
DST_CCBD_AGREE_CANCEL_ENTER	2	2	lang0,taiwan	taiwan:local_data.dat:取　消 | lang0:lang0.pak:Cancel
DST_CCBD_AGREE_CHALLENGE_STAGE	2	2	lang0,taiwan	taiwan:local_data.dat:所在樓層 : %d層 | lang0:lang0.pak:Floor : %d
DST_CCBD_AGREE_CHAR_NAME	2	2	lang0,taiwan	taiwan:local_data.dat:角色名稱 | lang0:lang0.pak:Name
DST_CCBD_AGREE_ENTER	2	2	lang0,taiwan	taiwan:local_data.dat:入場 | lang0:lang0.pak:Enter
DST_CCBD_AGREE_READY	2	2	lang0,taiwan	taiwan:local_data.dat:准  備 | lang0:lang0.pak:Ready
DST_CCBD_AGREE_STAND_BY	2	2	lang0,taiwan	taiwan:local_data.dat:待  機 | lang0:lang0.pak:Wait
DST_CCBD_AGREE_STATE	2	2	lang0,taiwan	taiwan:local_data.dat:狀  態 | lang0:lang0.pak:Status
DST_CCBD_AGREE_TITLE	2	2	lang0,taiwan	taiwan:local_data.dat:進入競技副本 | lang0:lang0.pak:Enter
DST_CCBD_BOARD_CHALLEGNE	2	2	lang0,taiwan	taiwan:local_data.dat:設定欲挑戰的競技副本 | lang0:lang0.pak:Challenge Settings
DST_CCBD_BOARD_EXPLAIN	2	2	lang0,taiwan	"taiwan:local_data.dat:[font size = ""9""]進入競技副本的參賽者將會與三次元產生的敵人進行戰鬥，可使實力向上提升的特別修練場所。[br]每一層的修練難易度都不同，完成Boss層的修練時，將可獲得[/font][font size = ""9"" color = ""ffff68""]最高級的道具[/font][font size = ""9"" color = ""ffffff""]。[/font][font size = ""9"" color=""f36a7c""][br]建議等級為Lv50以上。[/font] | lang0:lang0.pak:[font size = ""7""]Participants who enter CC Battle Dungeon will fight enemies on each floor.[br]Each floor's difficulty is different. Every 5th floor will be a boss floor, and once boss is defeated you have the option to take reward and leave or carry on.[/font][br][font size = ""8"" color = ""f36a7c""]Recommended Level: 50[/font][br][font size = ""8"" color = ""ffff68""]Higher floors give better rewards![/font]"
DST_CCBD_BOARD_INAVLID_ITEM	2	2	lang0,taiwan	taiwan:local_data.dat:這不是競技副本用的超越時空入場券。 | lang0:lang0.pak:Invalid Item.
DST_CCBD_BOARD_SETUP	2	2	lang0,taiwan	taiwan:local_data.dat:競技副本設定 | lang0:lang0.pak:Setup
DST_CCBD_BOARD_SETUP_COMPLETE	2	2	lang0,taiwan	taiwan:local_data.dat:完成設定 | lang0:lang0.pak:Complete
DST_CCBD_BOARD_YOU_CAN_ENTER_CCBD	2	2	lang0,taiwan	taiwan:local_data.dat:可以移動至競技副本的%d層 | lang0:lang0.pak:Floor %d can be entered
DST_CCBD_CANCEL_TOOLIP	2	2	lang0,taiwan	taiwan:local_data.dat:不想要參加競技副本的話，請利用左側組隊選單退出隊伍。 | lang0:lang0.pak:Use the menu on the left to leave party.
DST_CCBD_FINISH_MSG	2	2	lang0,taiwan	taiwan:local_data.dat:恭喜 %s 將CC戰鬥副本%u的牢底坐穿了! | lang0:lang0.pak:%s CLEARED CC Battle Dungeon 40 Floor
DST_CCBD_LEAVE_CCBD	2	2	lang0,taiwan	"taiwan:local_data.dat:[align = ""center""][font size = ""12"" color=""f4d762""]放棄挑戰競技副本[/font][br][br][font size = ""9"" color=""84cefc""]現在正在挑戰 %d層。[/font][br][br]若放棄的話，將會刪除現在正在進行中的情報，[br]將會自動退出隊伍當中，[br]並移動到競技副本的入口。[/font][font size = ""9"" color=""ffffff""][/font][br][font size = ""9"" color=""f36a7c""]您真的要放棄，並移往競技副本的入口嗎？[br][br] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Leave CCBD Dungeon[/font][br][br][font size = ""9"" color=""84cefc""]Current Floor: %d.[/font][br][br][font size = ""10"" color=""f36a7c""]You'll lose all progress[br]and will be moved to the entrance.[/font][br][br][font size = ""9"" color=""f36a7c""]Leave CCBD?[/font][br][br]"
DST_CCBD_REWARD_EXPLAIN	2	2	lang0,taiwan	"taiwan:local_data.dat:[font size = ""10"" color=""f4d762""]競技副本獎勵規則[br][/font][font size = ""9"" color=""84cefc""]選擇獎勵[/font][font size = ""9"" color=""ffffff""] :  將會獲得道具獎勵時，稍後移動至入口。 (未選擇時)[br][/font][font size = ""9"" color=""84cefc""]選擇挑戰[/font][font size = ""9"" color=""ffffff""] : [font size = ""9"" color=""eb436b""]無法獲得道具獎勵，[/font][font size = ""9"" color=""ffffff""]稍後將會移動往下一層。[br][/font] | lang0:lang0.pak:[font size = ""10"" color=""f4d762""]Dungeon Choice Rules[br][/font][font size = ""9"" color=""84cefc""]Reward: [/font][font size = ""9"" color=""ffffff""]Receive item, but leave dungeon.[br][/font][font size = ""9"" color=""84cefc""]Challenge: [/font][font size = ""9"" color=""ffffff""]Continue, but no item yet.[/font]"
DST_CCBD_REWARD_EXPLAIN2	2	2	lang0,taiwan	taiwan:local_data.dat:請選擇下列按鈕中的任一個。 | lang0:lang0.pak:Choose one.
DST_CCBD_REWARD_ITEM	2	2	lang0,taiwan	taiwan:local_data.dat:競技副本獎勵 | lang0:lang0.pak:CCBD Awards
