line	file	id	source_text	translation	reason	taiwan_refs
2418	tbl1.pak	0x01692FBB	Namek Outfit	那美克套装	same_source_translation_in_taiwan_rdf	table_text_all_data.rdf:3:111702940:0
2419	tbl1.pak	0x01693011	Majin Outfit	魔人套装	same_source_translation_in_taiwan_rdf	table_text_all_data.rdf:3:111702950:0
2423	tbl1.pak	0x01693C25	Namek Warrior	那美克战士	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703240:0
2426	tbl1.pak	0x0169404D	Bardock Hair	巴达克发型	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703430:0
2427	tbl1.pak	0x01694077	Human Hair-01	人类发型-01	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703440:0
2428	tbl1.pak	0x016940D1	Human Hair-02	人类发型-02	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703450:0
2429	tbl1.pak	0x0169412B	Human Hair-03	人类发型-03	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703460:0
2430	tbl1.pak	0x01694185	Human Hair-04	人类发型-04	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703470:0
2431	tbl1.pak	0x016941DF	Human Hair-05	人类发型-05	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703480:0
2432	tbl1.pak	0x01694239	Human Hair-06	人类发型-06	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703490:0
2433	tbl1.pak	0x01694293	Human Hair-07	人类发型-07	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703500:0
2434	tbl1.pak	0x016942ED	Human Hair-08	人类发型-08	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703510:0
2436	tbl1.pak	0x0169439F	Human Hair-10	人类发型-10	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703530:0
2447	tbl1.pak	0x01694881	Namekian Hair-01	那美克星人发型-01	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703640:0
2448	tbl1.pak	0x016948E1	Namekian Hair-02	那美克星人发型-02	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703650:0
2449	tbl1.pak	0x01694941	Namekian Hair-03	那美克星人发型-03	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703660:0
2450	tbl1.pak	0x016949A1	Namekian Hair-04	那美克星人发型-04	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703670:0
2451	tbl1.pak	0x01694A01	Namekian Hair-05	那美克星人发型-05	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703680:0
2452	tbl1.pak	0x01694A61	Namekian Hair-06	那美克星人发型-06	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703690:0
2453	tbl1.pak	0x01694AC1	Namekian Hair-07	那美克星人发型-07	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703700:0
2454	tbl1.pak	0x01694B21	Namekian Hair-08	那美克星人发型-08	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703710:0
2455	tbl1.pak	0x01694B81	Namekian Hair-09	那美克星人发型-09	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703720:0
2456	tbl1.pak	0x01694BE1	Namekian Hair-10	那美克星人发型-10	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703730:0
2457	tbl1.pak	0x01694C41	Majin Hair-01	魔人发型-01	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703740:0
2458	tbl1.pak	0x01694C9B	Majin Hair-02	魔人发型-02	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703750:0
2459	tbl1.pak	0x01694CF5	Majin Hair-03	魔人发型-03	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703760:0
2460	tbl1.pak	0x01694D4F	Majin Hair-04	魔人发型-04	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703770:0
2461	tbl1.pak	0x01694DA9	Majin Hair-05	魔人发型-05	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703780:0
2462	tbl1.pak	0x01694E03	Majin Hair-06	魔人发型-06	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703790:0
2463	tbl1.pak	0x01694E5D	Majin Hair-07	魔人发型-07	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703800:0
2464	tbl1.pak	0x01694EB7	Majin Hair-08	魔人发型-08	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703810:0
2465	tbl1.pak	0x01694F11	Majin Hair-09	魔人发型-09	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703820:0
2466	tbl1.pak	0x01694F6B	Majin Hair-10	魔人发型-10	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703830:0
2471	tbl1.pak	0x01696D53	Pure Evil	纯粹邪恶	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111705310:0
2472	tbl1.pak	0x01696DA5	Time Chamber Buff	精神时光屋增益	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111705330:0
2478	tbl1.pak	0x01697FD7	GM Weapon Upgrade Stone	GM武器升级石	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111705640:0
2923	tbl1.pak	0x0178EAE5	Super Saiyan God	超级赛亚人之神	same_source_translation_in_taiwan_rdf	table_text_all_data.rdf:17:2734007:0
3017	tbl1.pak	0x018600E7	General	将军	same_source_translation_in_taiwan_rdf	table_text_all_data.rdf:13:1000:0
3054	tbl1.pak	0x01862CA5	Warrior	那美克战士	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703240:0
3088	tbl1.pak	0x0186883F	Warrior	那美克战士	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:111703240:0
3208	tbl1.pak	0x015AEFB1	Taichu Scroll Recipe	太初卷轴配方	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:12722030:0;table_text_all_data.rdf:3:13722030:0
3214	tbl1.pak	0x015AF269	Watercolor Trumpet Recipe	水彩号角配方	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:12722090:0;table_text_all_data.rdf:3:13722090:0
3276	tbl1.pak	0x015B1BE5	Original Scroll Recipe	原始卷轴配方	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:12752030:0;table_text_all_data.rdf:3:13752030:0
3353	tbl1.pak	0x015B5E31	Taichu Scroll Recipe	太初卷轴配方	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:12722030:0;table_text_all_data.rdf:3:13722030:0
3359	tbl1.pak	0x015B60B9	Watercolor Trumpet Recipe	水彩号角配方	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:12722090:0;table_text_all_data.rdf:3:13722090:0
3413	tbl1.pak	0x015B81B1	Original Scroll Recipe	原始卷轴配方	translation_in_taiwan_item_tables	table_text_all_data.rdf:3:12752030:0;table_text_all_data.rdf:3:13752030:0
